"QuestionID","strQuestion","Reference","blnOpen","blnPrivate","blnRandomizeAnswer","Random","CategoryID","Times Used","Manual","A/C Type","System","WCN","Updated","Chapter","Page","Remarks","Position","Sub-Category","FillInBlankQuestion"
1054,"__________ the EO/IR with an internal turret temperature cooler than -38C will damage the turret.",,1,0,0,0.50,1,0,"NATOPS","MQ-4C","EO/IR",,8/1/2025 0:00:00,"FIG 23-17","23-22",,"TACCO","EO/IR",0
1055,"A navigation quality of zero indicates that _________________.",,0,0,0,0.46,1,0,"NATOPS","MQ-4C","FAULTS",,8/1/2025 0:00:00,"19.13.4.3","19-265",,"TACCO","SYSTEMS",0
1057,"The two primary communications subsystems in the MQ-4C are the_____________",,1,0,0,0.56,1,0,"NATOPS",,"WCCS",,8/1/2025 0:00:00,"19.2","19-2",,"TACCO","COMMUNICATIONS",0
1061,"To prevent BAR zeroization, restore power to the AMP or secure power to the BAR prior to expiration of the IMMC/BAR heartbeat timer.",,0,0,0,0.01,1,0,"NATOPS","MQ-4C","AMP",,8/1/2025 0:00:00,"26.1.1","26-1",,"TACCO","AMP",0
1062,"When executing BAR/AMP power cycle, Phone Home is required to be Hung Up/Disconnected.",,0,0,0,0.14,1,0,"NATOPS","MQ-4C","BAR/AMP Power Cycle",,8/1/2025 0:00:00,"26.1.2","26-3",,"TACCO","AMP/BAR Power Cycle",0
1063,"The MCS Track Troubleshooting Checklist requires a SA restart GSLOW in the event of a loss of all tracks on the Minotaur.",,1,0,0,0.27,1,0,"NATOPS","MQ-4C","MCS",,8/1/2025 0:00:00,"26.2.1","26-10",,"TACCO","TROUBLESHOOTING",0
1064,"The Integrated Mission Management Computers (IMMC) are the central flight control computers. They control autonomous functions such as _______________ (Select all that apply)",,0,0,0,0.86,1,0,"NATOPS","MQ-4C","IMMC",,8/1/2025 0:00:00,"2.13","2-76",,"TACCO","IMMC",0
1065,"The LCS System features polyalphaolefin coolant chilled by cold fuel in Heat Exchanger 12 (HX12) and provides cooling to which temperature sensative aircraft fixtures? (Select all that apply).",,1,0,0,0.11,1,0,"NATOPS","MQ-4C","LCS",,8/1/2025 0:00:00,"2.8.6","2-44",,"TACCO","LCS",0
1066,"The Environmental Control System (ECS) transfers fuel cooled by cold air at the aircraft wingtips through heat exchangers that cool many aircraft system. The following systems are supplied cooling via this process (List any three)",,1,0,0,0.64,1,0,"NATOPS","MQ-4C","ECS",,8/1/2025 0:00:00,"2.8","2-38",,"TACCO","ECS",1
1068,"Reliance on automation is a special hazard of UAS operations. MQ-4C TACCOs are particularly subject to reduced situational awareness due to automation compared to their manned aircraft counterparts. Usually a crewmember needs only to _____________ a bad decision to stop the chain of events that could lead to an accident or dire situation.",,0,0,0,0.95,1,0,"NATOPS","MQ-4C","CRM",,8/1/2025 0:00:00,"27.4","27-2",,"TACCO","CRM",0
1069,"When fault is displayed as Not BIT or Unknown BIT, the fault is not a result of a BIT. The fault is from another source.",,0,0,0,0.02,1,0,"NATOPS","MQ-4C","FAULT CODES",,8/1/2025 0:00:00,"22.1.1.1.9","22-4",,"TACCO","NOTE, CAUTION, WARNING",0
1070,"It is possible to enter a CONT-1 condition with a valid C2 link available.",,0,0,0,0.07,1,0,"NATOPS","MQ-4C","CONT-1",,8/1/2025 0:00:00,"2.21.5.1","2-196",,"TACCO","CONTINGENCIES",0
1071,"The AVP has control over the lost link squawk from the MCS.",,0,0,0,0.91,1,0,"NATOPS","MQ-4C","CONT-1",,8/1/2025 0:00:00,"2.21.5.1","2-196",,"TACCO","CONTINGENCIES",0
1072,"For takeoff, ensure at least two navigators are at nominal quality. Nominal conditions include: (Select all that apply)",,1,0,0,0.40,1,0,"NATOPS","MQ-4C","NAVIGATION",,8/1/2025 0:00:00,"4.7","4-11",,"TACCO","LIMITATIONS",0
1073,"Powering off or power cycling the KBAR and TS GNR/HAIPE at the same time is prohibited during flight. TS/SCI is non-operational for the duration of flight if KBAR and TS GNR/HAIPE are powered off or power cycled together.",,0,0,0,0.69,1,0,"NATOPS","MQ-4C","KBAR",,8/1/2025 0:00:00,"4.13.4","4-17",,"TACCO","LIMITATIONS",0
1074,"When the UA is operating on an INMARSAT link only, there is no secret voice capability even if there is a red SEC displayed on the TSCP UA button.",,0,0,0,0.54,1,0,"NATOPS","MQ-4C","LIMITATIONS",,8/1/2025 0:00:00,"7.1.10","7-11",,"TACCO","COMMUNICATIONS",0
1076,"Link-16 LOS and JREAP-C can not be run simultaneously from the same Comms Manager Touch Panel (CMTP).",,0,0,0,0.24,1,0,"NATOPS","MQ-4C","LINK-16",,8/1/2025 0:00:00,"7.2.9","7-51",,"TACCO","NOTE, CAUTION, WARNING",0
1077,"The _______ should assist in verification of all needed IP addresses.",,0,0,0,0.89,1,0,"NATOPS","MQ-4C","LINK-16",,8/1/2025 0:00:00,"7.2.9.2","7-54",,"TACCO","NOTE, CAUTION, WARNING",0
1078,"A green status indicator next to the JREAP-C (Eth) line indicates a successful connection to the remote JREAP-C server. It may take up to 30 seconds for a connection to the remote server to establish and for the status indicator to display green. A grey status indicator above ____________ is normal.",,1,0,0,0.94,1,0,"NATOPS","MQ-4C","LINK-16",,8/1/2025 0:00:00,"7.2.9.2","7-55",,"TACCO","NOTE, CAUTION, WARNING",1
1079,"During preflight, if EO/IR EU temperature exceeds ___, secure the EO/IR system.",,1,0,0,0.33,1,0,"NATOPS","MQ-4C","EO/IR",,8/1/2025 0:00:00,"7.2.12","7-55",,"TACCO","LIMITATIONS",0
1081,"Allowing the AMP to initiate the Stow command at the IAF with an executing task running may result in:",,1,0,0,0.88,1,0,"NATOPS","MQ-4C","OPERATING PROCEDURES",,8/1/2025 0:00:00,"7.2.22","7-67",,"TACCO","NOTE, CAUTION, WARNING",1
1082,"If MIDS JTRS is not zeroized prior to shutting down the UA when it was keyed with the Master Key Encryption Key (MKEK) for a mission/test, the MIDS JTRS terminal may be tampered with.",,0,0,0,0.97,1,0,"NATOPS","MQ-4C","LINK-16",,8/1/2025 0:00:00,"7.2.23","7-69",,"TACCO","NOTE, CAUTION, WARNING",0
1083,"Airborne operations within ___ nautical miles of thunderstorms are prohibited.",,1,0,0,0.23,1,0,"NATOPS","MQ-4C","OPERATING PROCEDURES",,8/1/2025 0:00:00,"18.2","18-4",,"TACCO","LIMITATIONS",1
1084,"Removal of the ground safe pin allows RF transmissions and may result in injury to ground personnel within associated HERP distance.",,0,0,0,0.17,1,0,"NATOPS","MQ-4C","OPERATING PROCEDURES",,8/1/2025 0:00:00,"7.1.12","7-13",,"TACCO","NOTE, CAUTION, WARNING",0
1085,"When fault is displayed as ________, the fault is not a result of a BIT. The fault is from another source. (Select all that apply)",,0,0,0,0.84,1,0,"NATOPS","MQ-4C","Health and Status Manager",,8/1/2025 0:00:00,"22.1.1.1.9","22-4",,"TACCO","NOTE, CAUTION, WARNING",0
1086,"SAR image quality may be degraded when MQ-4C ground speed is ____ 300 kts. Image processing time and quality is improved by ___ indicated ground speed.",,0,0,0,0.10,1,0,"NATOPS","MQ-4C","MFAS",,8/1/2025 0:00:00,"23.3.3.7","23-12",,"TACCO","NOTE, CAUTION, WARNING",0
1088,"During AVT, the EU controls the LOS to automatically follow a particular object, area, or feature group. The EU provides four basic tracking modes:",,1,0,0,0.58,1,0,"NATOPS","MQ-4C","EO/IR",,8/1/2025 0:00:00,"23.4.4.2","23-20",,"TACCO","SYSTEMS",1
1089,"Use of bleed air is intended to keep the EO/IR optics free of moisture by providing positive pressure, the bleed air is closed off above ______ feet",,1,0,0,0.59,1,0,"NATOPS","MQ-4C","EO/IR",,8/1/2025 0:00:00,"23.4.4.6","23-21",,"TACCO","NOTE, CAUTION, WARNING",0
1090,"On the MEPS VMS page, ___ indicates a high, severity 2 fault.",,0,0,0,0.44,1,0,"NATOPS","MQ-4C","MEPS-VMS",,8/1/2025 0:00:00,"FIG 24-198","24-235",,"TACCO","SOFTWARE",0
1091,"On the MEPS VMS page, ___ indicates a medium, severity 1 fault.",,0,0,0,0.60,1,0,"NATOPS","MQ-4C","MEPS-VMS",,8/1/2025 0:00:00,"FIG 24-198","24-235",,"TACCO","SOFTWARE",0
1092,"If faults are missing from the display, the reset filter button will display the
filtered items.",,0,0,0,0.84,1,0,"NATOPS","MQ-4C","MEPS-VMS",,8/1/2025 0:00:00,"24.2.25.6","24-234",,"TACCO","SOFTWARE",0
1095,"The high band system and the low band system have a chassis monitoring system that will remove power from the backplane when temperature, voltage or electrical phase are outside of predetermined limits.  HBC fault codes ___-____ and Low Band Fault Codes ___-___,___-___ will trigger this protective mechanism.",,1,0,0,0.39,1,0,"NATOPS","MQ-4C","HBC/LBC",,8/1/2025 0:00:00,"25.2","25-1",,"TACCO","FAULT CODES",1
1096,"___ power cycle of the HBC/LBC is allowed for high temperature fault codes and if the fault recurs the chassis should be powered down.",,0,0,0,0.76,1,0,"NATOPS","MQ-4C","HBC/LBC",,8/1/2025 0:00:00,"25.2","25-1",,"TACCO","FAULT CODES",0
1097,"The only method of verifying KBAR fault codes in flight is through observation of high band and low band systems functions?",,0,0,0,0.36,1,0,"NATOPS","MQ-4C","KBAR",,8/1/2025 0:00:00,"25.3","25-1",,"TACCO","SYSTEMS",0
1098,"KBAR status and function is observable on APP Loader",,0,0,0,0.83,1,0,"NATOPS","MQ-4C","KBAR",,8/1/2025 0:00:00,"25.3","25-1",,"TACCO","SYSTEMS",0
1099,"Verification of BAR recording requires the Tacco to navigate to the BAR PBIT page and make note of the BIT file size and stamp and verify one minute later that the file size and/or timestamp has updated?",,0,0,0,0.17,1,0,"NATOPS","MQ-4C","BAR",,8/1/2025 0:00:00,"FIG 25-6","25-108",,"TACCO","SYSTEMS",0
1101,"An AMP Power Off command with AMP already off will",,0,0,0,0.67,1,0,"NATOPS","MQ-4C","AMP",,8/1/2025 0:00:00,"26.1.1","26-1",,"TACCO","AMP ONLY POWER CYCLE",1
1102,"During an AMP power cycle, AMP faults will only annunciate once power is on. This is common approximately 5 minutes after power on.",,1,0,0,0.18,1,0,"NATOPS","MQ-4C","AMP",,8/1/2025 0:00:00,"26.1.1","26-2",,"TACCO","FAULT CODES",0
1103,"While the AMP is secured, SEM 02/03/04 fault indicators will not be displayed.",,0,0,0,0.39,1,0,"NATOPS","MQ-4C","BAR/AMP POWER CYCLE",,8/1/2025 0:00:00,"26.1.2","26-3",,"TACCO","FAULT CODES",0
1104,"The steps in the MCS track troubleshooting checklist are intended as a guide to resolve specific issues and is not all encompassing. It is advised that once issue is resolved, stop checklist and resume normal operations",,0,0,0,0.27,1,0,"NATOPS","MQ-4C","TROUBLESHOOTING",,8/1/2025 0:00:00,"26.2","26-9",,"TACCO","TROUBLESHOOTING",0
1105,"Upon securing the BAR, the IMMC/BAR hearbeat is disabled.",,0,0,0,0.63,1,0,"NATOPS","MQ-4C","BAR",,8/1/2025 0:00:00,"26.1.2","26-3",,"TACCO","NOTE, CAUTION, WARNING",0
1107,"When executing a BAR Re-pin, the re-pinning process after selecting the BAR Re-pin button takes approximately ___",,1,0,0,0.30,1,0,"NATOPS","MQ-4C","BAR",,8/1/2025 0:00:00,"26.1.3","26-6",,"TACCO","NOTE, CAUTION, WARNING",0
1108,"TT1 is ___",,0,0,0,0.74,1,0,"NATOPS","MQ-4C","ECS",,8/1/2025 0:00:00,"Fig 4-6","4-6",,"TACCO","ECS",0
1109,"TT18 is ___",,0,0,0,0.43,1,0,"NATOPS","MQ-4C","LCS",,8/1/2025 0:00:00,"2.8.1","2-40",,"TACCO","ECS",0
1110,"What are the principle responsibilities of the Air Vehicle Platform Services (AVPS) component of the AMP? (Select all that applies)",,1,0,0,0.63,1,0,"NATOPS","MQ-4C","AMP",,8/1/2025 0:00:00,"22.1.1.1","22-2",,"TACCO","AMP",0
1111,"Multi-Function Active Sensor (MFAS) consists of which of the following tactical modes? (Select all that apply)",,0,0,0,0.75,1,0,"NATOPS","MQ-4C","MFAS",,8/1/2025 0:00:00,"23.2","23-2",,"TACCO","SYSTEMS",0
1112,"During MFAS geographic area scan operations, reported tracks are limited to the bounds of the entered geographic area?",,0,0,0,0.67,1,0,"NATOPS","MQ-4C","MFAS",,8/1/2025 0:00:00,"23.3.3.3","23-11",,"TACCO","SYSTEMS",0
1113,"On Minotaur, a blue dot is a:",,0,0,0,0.90,1,0,"NATOPS","MQ-4C","MINOTAUR",,8/1/2025 0:00:00,"FIG 24-62","24-68",,"TACCO","MINOTAUR",0
1114,"On Minotaur, a yellow dot is a:",,0,0,0,0.04,1,0,"NATOPS","MQ-4C","MINOTAUR",,8/1/2025 0:00:00,"FIG 24-62","24-68",,"TACCO","MINOTAUR",0
1115,"Upon selecting the “Mark as COI” function, the following characteristics occur for that track: (Select all that apply)",,0,0,0,0.32,1,0,"NATOPS","MQ-4C","MINOTAUR",,8/1/2025 0:00:00,"24.2.10.13","24-105",,"TACCO","MINOTAUR",0
1116,"The Communications and System lights, referred to as gumballs, within the Integrated Information Box provides: (select all that apply)",,0,0,0,0.47,1,0,"NATOPS","MQ-4C","MINOTAUR",,8/1/2025 0:00:00,"FIG 24-112","24-129",,"TACCO","MINOTAUR",0
1117,"When the TASR mode is active, the map border becomes:",,0,0,0,0.50,1,0,"NATOPS","MQ-4C","MINOTAUR",,8/1/2025 0:00:00,"Fig 24-203","24-241",,"TACCO","MINOTAUR",0
1118,"UA faults are defined as latching or non-latching. Which is/are true statements:",,1,0,0,0.68,1,0,"NATOPS","MQ-4C","FAULTS",,8/1/2025 0:00:00,"2.16.1","2-169",,"TACCO","SYSTEMS",0
1119,"UA system status is annunciated on the following displays: (Select all that apply)",,1,0,0,0.13,1,0,"NATOPS","MQ-4C","FAULTS",,8/1/2025 0:00:00,"2.16.1","2-169",,"TACCO","SYSTEMS",0
1120,"What is the automatic process wherein non-flight critical equipment is shut down to conserve UA power and extend battery life.",,0,0,0,0.03,1,0,"NATOPS","MQ-4C","POWER LOSS",,8/1/2025 0:00:00,"2.9.3","2-53",,"TACCO","SYSTEMS",1
1121,"When executing an FTS during an engine-out scenario available power may not guarantee zeroization",,0,0,0,0.60,1,0,"NATOPS","MQ-4C","FAULTS",,8/1/2025 0:00:00,"2.14.7.3.8","2-121",,"TACCO","SYSTEMS",0
1122,"According to CNAF 3710.7, if a lost link condition occurs, what is the minimum information that should be reported to the airspace control authority? (Select all that apply):",,1,0,0,0.64,1,0,"CNAF 3710.7","MQ-4C","CONT-1",,5/8/2024 0:00:00,"14.5.2.1","14-14",,"TACCO","PROCEDURES",0
1123,"According to the CNAF 3710-7, the MQ-4C is categorized as which kind of UAS?",,1,0,0,0.26,1,0,"CNAF 3710.7","MQ-4C","Requirments",,2/5/2025 0:00:00,"Fig 14-1","14-3",,"TACCO","CNAF",0
1124,"According to CNAF 3710.7, the UAS Mission Commander (UMC) may exercise command over multiple UAS?",,0,0,0,0.45,1,0,"CNAF 3710.7","MQ-4C","REQUIRMENTS",,2/5/2025 0:00:00,"14.3.5.3","14-6",,"TACCO","CNAF",0
1125,"The BAR is used to store which of the the following: (Select all that apply)",,0,0,0,0.82,1,0,"NATOPS","MQ-4C","BAR",,8/1/2025 0:00:00,"22.2","22-12",,"TACCO","SYSTEMS",0
1126,"The _____ is designed for pre/post-flight operations for all TS/SCI sensors while connected to the UA to enable flight operations",,0,0,0,0.97,1,0,"NATOPS","MQ-4C",,,8/1/2025 0:00:00,"23.5","23-25",,"TACCO","SYSTEMS",1
1127,"The Payload Test Controller (PTC) is capable of:",,0,0,0,0.77,1,0,"NATOPS","MQ-4C","Payload Test Controller",,8/1/2025 0:00:00,"22.1.1.3","22-8",,"TACCO","SYSTEMS",0
1128,"The IMMC requires mission data to be loaded from which of the following methods: (Select all that apply)",,0,0,0,0.38,1,0,"NATOPS","MQ-4C","MISSION PLAN",,8/1/2025 0:00:00,"2.21","2-190",,"TACCO","SYSTEMS",0
1129,"If the UAS reports a navigation quality for the KN-4074-A and B as 17 and for the LN-251-Aand B as 18, which navigation source will be the primary based on the selection hierarchy of the UAS?",,0,0,0,0.29,1,0,"NATOPS","MQ-4C","NAVIGATION",,8/1/2025 0:00:00,"19.13.4.3","19-265",,"TACCO","SYSTEMS",0
1130,"If there is off-board radar support from a surface or airborne facility and the MQ-4C AVP is in voice communication with the radar operator of the off-board facility, DRAMOC operations do not apply.",,0,0,0,0.30,1,0,"NATOPS","MQ-4C","DRAMOC",,8/1/2025 0:00:00,"9.1","9-1",,"TACCO","PROCEDURES",0
1131,"The minimum altitude for MQ-4C DRAMOC operations is:",,0,0,0,0.26,1,0,"NATOPS","MQ-4C","DRAMOC",,8/1/2025 0:00:00,"9.1.1","9-1",,"TACCO","PROCEDURES",0
1132,"While in DRAMOC, operate at ____ below FL 530 to the maximum extent possible, avoiding sustained operations at standard civil aircraft cruise altitudes.",,1,0,0,0.36,1,0,"NATOPS","MQ-4C","DRAMOC",,8/1/2025 0:00:00,"9.1.1","9-1",,"TACCO","PROCEDURES",1
1133,"When the turret unit is powered ON and produces a Gimbal Disable Fault (GIM DIS), the turret unit has:",,1,0,0,0.07,1,0,"NATOPS","MQ-4C","EO/IR",,8/1/2025 0:00:00,"4.13.1","4-16",,"TACCO","NOTE, CAUTION, WARNING",0
1134,"If the BAR failure to journal is persistent, the following faults and conditions may present: (Select all that apply)",,1,0,0,0.02,1,0,"NATOPS","MQ-4C","BAR",,8/1/2025 0:00:00,"26.4","26-16",,"TACCO","SYSTEMS",0
1135,"What causes a BAR failure to journal?",,0,0,0,0.15,1,0,"NATOPS","MQ-4C","BAR",,8/1/2025 0:00:00,"26.4","26-16",,"TACCO","SYSTEMS",0
1136,"What causes the initiation of the CONT-1 timer?",,0,0,0,0.47,1,0,"NATOPS","MQ-4C","CONT-1",,8/1/2025 0:00:00,"2.21.5.1","2-196",,"TACCO","CONTINGENCIES",0
1137,"After ____________________, the IMMC enters the CONT-1 state, squawks the CONT-1 transponder code, and autonomously initiates navigation on the Mission Planned CONT-1 route.",,1,0,0,0.99,1,0,"NATOPS","MQ-4C","CONT-1",,8/1/2025 0:00:00,"2.21.5.1","2-196",,"TACCO","CONTINGENCIES",1
1138,"If the UA loses link while in CONT-2, the IFF squawk will change to the lost link squawk at the expiration of the CONT-1 timer while the UA remains in a CONT-2 state?",,0,0,0,0.97,1,0,"NATOPS","MQ-4C","CONT-2",,8/1/2025 0:00:00,"2.21.5.2","2-197",,"TACCO","NOTE, CAUTION, WARNING",0
1139,"During an imminent loss, when will the IMMC zeroize the UAV systems after the timer has exceeded 20 seconds?",,1,0,0,0.28,1,0,"NATOPS","MQ-4C","CONT-3",,8/1/2025 0:00:00,"14.4","14-26",,"TACCO","CONTINGENCIES",1
1140,"On the SMR page, selection of the zeroize button will: (Select all that apply)",,1,0,0,0.09,1,0,"NATOPS","MQ-4C","KBAR",,8/1/2025 0:00:00,"7.2.23","7-69",,"TACCO","NOTE, CAUTION, WARNING",0
1141,"What is the function of SEM6?",,0,0,0,0.14,1,0,"NATOPS","MQ-4C","BAR",,8/1/2025 0:00:00,"22.2","22-10",,"TACCO","SOFTWARE",0
1143,"Severe KBAR malfunctions will manifest as a general failure of the HBC/LBC?",,0,0,0,0.98,1,0,"NATOPS","MQ-4C","KBAR",,8/1/2025 0:00:00,"25.3","25-2",,"TACCO","SYSTEMS",0
1144,"The IQ interface will command the BAR to stop recording if link is lost while the recorder is recording.",,0,0,0,0.46,1,0,"NATOPS","MQ-4C","BAR",,8/1/2025 0:00:00,"22.2","22-12",,"TACCO","SYSTEMS",0
1145,"If a BAR Re-pin procedure is unsuccessful, attempt re-pin up to _ times.",,0,0,0,0.02,1,0,"NATOPS","MQ-4C","BAR",,8/1/2025 0:00:00,"26.1.3","26-7",,"TACCO","NOTE, CAUTION, WARNING",0
1146,"A BAR Power Off Command with BAR already off will secure power to the",,0,0,0,0.61,1,0,"NATOPS","MQ-4C","BAR/AMP POWER CYCLE",,8/1/2025 0:00:00,"26.1.2","26-3",,"TACCO","AMP/BAR POWER CYCLE",1
1147,"After powering on High Band chassis or Low Band chassis, a __ minute wait period may be required before opening app loader to allow the chassis time to boot up",,0,0,0,0.57,1,0,"NATOPS","MQ-4C","HBC/LBC",,8/1/2025 0:00:00,"7.2.13","7-58",,"TACCO","NOTE, CAUTION, WARNING",1
1148,"After boot-up to Standby state, MFAS operation below ________ MSL should be avoided.",,1,0,0,0.22,1,0,"NATOPS","MQ-4C","MFAS",,8/1/2025 0:00:00,"7.2.18","7-64",,"TACCO","NOTE, CAUTION, WARNING",1
1149,"Commanding EO/IR LOS to -179° Az/ +35° El will protect the turret optical components and increase endurance and maximize ETOS.",,0,0,0,7.859528e-03,1,0,"NATOPS","MQ-4C","EO/IR",,8/1/2025 0:00:00,"7.2.19","7-66",,"TACCO","EO/IR",0
1150,"When AMP Power is secured in Step 7, the IMMC will send a STBY command to the ___.",,1,0,0,0.40,1,0,"NATOPS","MQ-4C","AMP",,8/1/2025 0:00:00,"26.1.2","26-3",,"TACCO","AMP",0
1151,"The KBAR requires 6 minutes to fully power on and authenticate SMR.",,0,0,0,0.21,1,0,"NATOPS","MQ-4C","KBAR",,8/1/2025 0:00:00,"26.1.5","26-8",,"TACCO","PROCEDURES",0
1152,"Disconnecting the Phone Home will turn off the video I/O streams.",,0,0,0,0.03,1,0,"NATOPS",,"PHONE HOME",,8/1/2025 0:00:00,"26.6","26-19",,"TACCO","NOTE, CAUTION, WARNING",0
1153,"The IMMC requires mission data to be loaded from the _____ or from the MCS through a C2 link.",,1,0,0,0.30,1,0,"NATOPS","MQ-4C","IMMC",,8/1/2025 0:00:00,"2.21","2-190",,"TACCO","IMMC",1
1154,"Action points attached to waypoints may be used to command specific functions, such as turning payload system power on or off.",,0,0,0,0.50,1,0,"NATOPS","MQ-4C","MISSION PLAN",,8/1/2025 0:00:00,"2.21.3","2-194",,"TACCO","SOFTWARE",0
